"source" "journal" "statcheck_journal" "year_published" "date_received" "period" "nr_nhst" "nr_errors" "nr_dec_errors" "perc_errors" "perc_dec_errors"
"What's So Special About Working Memory " "PS" 1 2008 2007-10-19 0 6 0 0 0 0
"What breaks a leader  The curvilinear relation between assertiveness and le...  EBSCOhost" "JPSP" 0 2007 2005-09-27 0 46 1 0 2.17 0
"What Children Are Looking at During Shared Storybook Reading" "PS" 1 2005 2004-09-15 0 10 1 0 10 0
"What Constitutes an Episode in Episodic Memory " "PS" 1 2011 2010-03-03 0 9 0 0 0 0
"What Constitutes Torture " "PS" 1 2011 2010-07-14 0 20 6 0 30 0
"What Counts as a Choice " "PS" 1 2010 2008-11-14 0 5 2 1 40 20
"What do i think you're doing  Action identification and mind attribution  EBSCOhost" "JPSP" 0 2006 2004-11-15 0 76 1 0 1.32 0
"What Do Infants Remember When They Forget  Location and Identity in 6-Month-Olds’ Memory for Objects" "PS" 1 2011 2011-05-02 0 6 0 0 0 0
"What do people desire in others  A sociofunctional perspective on the impor...  EBSCOhost" "JPSP" 0 2007 2004-08-25 0 6 0 0 0 0
"What do people value when they negotiate  Mapping the domain of subjective ...  EBSCOhost" "JPSP" 0 2006 2005-01-14 0 2 0 0 0 0
"What Do You Do When Things Go Right  The Intrapersonal and Interpersonal Be...  EBSCOhost" "JPSP" 0 2004 2003-01-11 0 1 0 0 0 0
"What do you learn about someone over time  The relationship between length ...  EBSCOhost" "JPSP" 0 2007 2004-03-05 0 26 2 1 7.69 3.85
"What Face Inversion Does to Infants' Counting Abilities" "PS" 1 2005 2003-11-24 0 3 0 0 0 0
"What Friends Are For! The Use of Routine Standards in Social Comparison  EBSCOhost" "JPSP" 0 2003 2002-10-31 0 17 2 1 11.76 5.88
"What good are positive emotions in crisis  A prospective study of resilienc...  EBSCOhost" "JPSP" 0 2003 2002-01-28 0 8 3 2 37.5 25
"What happens why  Psychological distance and focusing on causes versus cons...  EBSCOhost" "JPSP" 0 2013 2012-10-21 0 24 0 0 0 0
"What I Was Doing Versus What I Did" "PS" 1 2009 2008-05-02 0 15 2 0 13.33 0
"What Is Beautiful Is Good and More Accurately Understood" "PS" 1 2010 2010-05-17 0 9 1 0 11.11 0
"What is being assessed and why it matters  The impact of transient error on...  EBSCOhost" "JPSP" 0 2009 2008-02-14 0 2 0 0 0 0
"What Is Learned From Repeated Pairings  On the Scope and Generalizability o...  EBSCOhost" "JEPG" 0 2013 2012-06-14 0 52 8 0 15.38 0
"What is moral about guilt  Acting “prosocially” at the disadvantage of othe...  EBSCOhost" "JPSP" 0 2011 2009-09-11 0 65 4 2 6.15 3.08
"What is more important for national well-being  Money or autonomy  A meta-a...  EBSCOhost" "JPSP" 0 2011 2010-01-10 0 7 0 0 0 0
"What is the relation between cultural orientation and socially desirable re...  EBSCOhost" "JPSP" 0 2006 2003-09-08 0 65 20 7 30.77 10.77
"What is the unit of visual attention  Object for selection, but Boolean map...  EBSCOhost" "JEPG" 0 2010 2008-12-09 0 16 0 0 0 0
"What It Pays to Know About a Close Other" "PS" 1 2011 2010-01-05 0 2 0 0 0 0
"What it takes to forgive  When and why executive functioning facilitates fo...  EBSCOhost" "JPSP" 0 2010 2009-01-09 0 20 3 2 15 10
"What Makes Experiences Satisfying  The Interaction of Approach-Avoidance Mo...  EBSCOhost" "JPSP" 0 2004 2002-12-30 0 4 0 0 0 0
"What People Desire, Feel Conflicted About, and Try to Resist in Everyday Life" "PS" 1 2012 2011-06-29 0 3 0 0 0 0
"What Sleeping Babies Hear" "PS" 1 2013 2012-02-28 0 1 0 0 0 0
"What we think we do (to each other)  How personality can bias behavior sche...  EBSCOhost" "JPSP" 0 2011 2010-05-02 0 26 0 0 0 0
"What You See Is What You Get" "PS" 1 2006 2005-04-08 0 9 0 0 0 0
"What’s in a Name " "PS" 1 2011 2010-08-04 0 14 0 0 0 0
"What’s inside the minds of securely and insecurely attached people  The sec...  EBSCOhost" "JPSP" 0 2009 2008-10-10 0 9 1 0 11.11 0
"When “negative” behaviors are positive  A contextual analysis of the long-t...  EBSCOhost" "JPSP" 0 2010 2008-07-07 0 19 1 0 5.26 0
"When Accuracy Hurts, and When It Helps  A Test of the Empathic Accuracy Mod...  EBSCOhost" "JPSP" 0 2003 NA NA 9 0 0 0 0
"When Actions Speak Louder Than Words" "PS" 1 2006 2005-07-20 0 3 0 0 0 0
"When and why do ideal partner preferences affect the process of initiating ...  EBSCOhost" "JPSP" 0 2011 2010-08-23 0 38 1 0 2.63 0
"When Anger Leads to Rumination" "PS" 1 2013 2012-02-20 0 10 2 0 20 0
"When Are Attention and Saccade Preparation Dissociated " "PS" 1 2009 2008-11-06 0 21 0 0 0 0
"When Asking “Why” Does Not Hurt Distinguishing Rumination From Reflective Processing of Negative Emotions" "PS" 1 2005 NA NA 9 1 1 11.11 11.11
"When authorities' commands backfire  Attributions about consensus and effec...  EBSCOhost" "JPSP" 0 2005 2003-01-29 0 46 6 0 13.04 0
"When autocratic leaders become an option—Uncertainty and self-esteem predic...  EBSCOhost" "JPSP" 0 2011 2010-03-31 0 45 2 0 4.44 0
"When Being Right Is Not Enough" "PS" 1 2011 2010-06-17 0 8 0 0 0 0
"When Categories Collide" "PS" 1 2011 2010-09-10 0 11 3 0 27.27 0
"When change in the self is mistaken for change in the world  EBSCOhost" "JPSP" 0 2003 2002-01-16 0 31 2 0 6.45 0
"When Cheating Would Make You a Cheater  Implicating the Self Prevents Uneth...  EBSCOhost" "JEPG" 0 2012 2012-04-23 0 11 0 0 0 0
"When Children Ask, “What Is It ” What Do They Want to Know About Artifacts " "PS" 1 2004 NA NA 11 0 0 0 0
"When compliments fail to flatter  American individualism and responses to p...  EBSCOhost" "JPSP" 0 2013 2011-02-08 0 48 3 0 6.25 0
"When conflicts are good  Nonconscious goal conflicts reduce confirmatory th...  EBSCOhost" "JPSP" 0 2013 2012-06-04 0 31 2 0 6.45 0
"When Development and Learning Decrease Memory" "PS" 1 2004 2003-05-21 0 8 3 1 37.5 12.5
"When dispositional and role power fit  Implications for self-expression and...  EBSCOhost" "JPSP" 0 2009 2006-09-07 0 6 0 0 0 0
"When distrust frees your mind  The stereotype-reducing effects of distrust  EBSCOhost" "JPSP" 0 2013 2012-05-16 0 45 0 0 0 0
"When do motor behaviors (mis)match affective stimuli  An evaluative coding ...  EBSCOhost" "JEPG" 0 2008 2007-03-16 0 43 7 4 16.28 9.3
"When Do the Stigmatized Make Attributions to Discrimination Occurring to th...  EBSCOhost" "JPSP" 0 2004 2002-05-17 0 65 3 0 4.62 0
"When do the stigmatized stigmatize  The ironic effects of being accountable...  EBSCOhost" "JPSP" 0 2008 2007-06-07 0 29 8 3 27.59 10.34
"When does a good working memory counteract proactive interference  Surprisi...  EBSCOhost" "JEPG" 0 2013 2011-10-16 0 5 0 0 0 0
"When Does Feeling of Fluency Matter " "PS" 1 2011 2010-04-07 0 21 3 0 14.29 0
"When Does Playing Hard to Get Increase Romantic Attraction   EBSCOhost" "JEPG" 0 2013 2013-01-21 0 20 1 0 5 0
"When dreaming is believing  The (motivated) interpretation of dreams  EBSCOhost" "JPSP" 0 2009 2007-02-07 0 37 6 1 16.22 2.7
"When Dual Identity Becomes a Liability" "PS" 1 2013 2012-01-23 0 1 0 0 0 0
"When familiarity breeds accuracy  Cultural exposure and facial emotion reco...  EBSCOhost" "JPSP" 0 2003 2002-03-13 0 31 0 0 0 0
"When fiends become friends  The need to belong and perceptions of personal ...  EBSCOhost" "JPSP" 0 2006 2004-02-17 0 12 1 0 8.33 0
"When Focusing on Differences Leads to Similar Perspectives" "PS" 1 2011 2010-06-28 0 15 0 0 0 0
"When forced fabrications become truth  Causal explanations and false memory...  EBSCOhost" "JEPG" 0 2013 2011-11-27 0 10 1 0 10 0
"When forgiving enhances psychological well-being  The role of interpersonal...  EBSCOhost" "JPSP" 0 2003 2001-12-31 0 59 6 1 10.17 1.69
"When Gains Loom Larger Than Losses" "PS" 1 2007 2007-01-08 0 16 0 0 0 0
"When Giving Feels Good" "PS" 1 2010 2010-02-26 0 10 0 0 0 0
"When God Sanctions Killing" "PS" 1 2007 2006-02-07 0 15 1 0 6.67 0
"When Good Things Go Bad" "PS" 1 2005 2004-05-27 0 17 2 0 11.76 0
"When Grades Determine Self-Worth  Consequences of Contingent Self-Worth for...  EBSCOhost" "JPSP" 0 2003 2002-08-08 0 1 0 0 0 0
"When helping helps  Autonomous motivation for prosocial behavior and its in...  EBSCOhost" "JPSP" 0 2010 2008-10-01 0 143 6 1 4.2 0.7
"When High-Powered People Fail" "PS" 1 2005 2004-01-26 0 11 0 0 0 0
"When Hurt Will Not Heal" "PS" 1 2008 2007-09-25 0 22 4 0 18.18 0
"When in Doubt, Shout!" "PS" 1 2010 2010-02-24 0 14 8 4 57.14 28.57
"When inclusion costs and ostracism pays, ostracism still hurts  EBSCOhost" "JPSP" 0 2006 2006-01-27 0 28 16 2 57.14 7.14
"When inequality matters  The effect of inequality frames on academic engage...  EBSCOhost" "JPSP" 0 2010 2009-02-27 0 19 1 0 5.26 0
"When Intentions Go Public" "PS" 1 2009 2008-01-14 0 9 3 1 33.33 11.11
"When Is a Cause the “Same” " "PS" 1 2007 2006-12-14 0 3 0 0 0 0
"When Is Four Far More Than Three " "PS" 1 2010 2009-05-29 0 18 0 0 0 0
"When It’s an Error to Mirror" "PS" 1 2011 2011-04-22 0 6 0 0 0 0
"When Leaving Your Ex, Love Yourself" "PS" 1 2012 2011-01-14 0 2 1 0 50 0
"When Left Is “Right”" "PS" 1 2011 2010-11-17 0 5 2 1 40 20
"When Left Is Not Right" "PS" 1 2013 2013-02-01 0 23 3 0 13.04 0
"When Looks Are Everything" "PS" 1 2007 2006-03-06 0 2 1 0 50 0
"When low self-esteem encourages behaviors that risk rejection to increase i...  EBSCOhost" "JPSP" 0 2013 2011-08-19 0 100 14 0 14 0
"When Memory Shifts Toward More Typical Category Exemplars  Accentuation Eff...  EBSCOhost" "JPSP" 0 2004 2002-07-11 0 30 1 0 3.33 0
"When Mental Inflexibility Facilitates Executive Control" "PS" 1 2010 2009-09-28 0 17 9 0 52.94 0
"When more is less  A counterintuitive effect of distractor frequency in the...  EBSCOhost" "JEPG" 0 2003 2001-10-23 0 4 1 0 25 0
"When nasty breeds nice  Threats of violence amplify agreeableness at nation...  EBSCOhost" "JPSP" 0 2012 2011-09-16 0 19 4 0 21.05 0
"When nonsense sounds happy or helpless  The Implicit Positive and Negative ...  EBSCOhost" "JPSP" 0 2009 2007-02-02 0 23 1 0 4.35 0
"When opportunity knocks  Bottom-up priming of goals by means and its effect...  EBSCOhost" "JPSP" 0 2003 2002-08-20 0 34 3 0 8.82 0
"When passion makes the heart grow colder  The role of passion in alternativ...  EBSCOhost" "JPSP" 0 2013 2011-05-01 0 15 6 0 40 0
"When perception is more than reality  The effects of perceived versus actua...  EBSCOhost" "JPSP" 0 2010 2008-09-03 0 46 2 1 4.35 2.17
"When perspective taking increases taking  Reactive egoism in social interac...  EBSCOhost" "JPSP" 0 2006 2005-08-08 0 54 3 0 5.56 0
"When Pooping Babies Become More Appealing" "PS" 1 2011 2011-01-07 0 7 2 1 28.57 14.29
"When prevention promotes creativity  The role of mood, regulatory focus, an...  EBSCOhost" "JPSP" 0 2011 2009-07-08 0 65 10 0 15.38 0
"When Resistance Is Futile  Consequences of Failed Counterarguing for Attitu...  EBSCOhost" "JPSP" 0 2004 2002-07-17 0 51 4 1 7.84 1.96
"When risk seeking becomes a motivational necessity  EBSCOhost" "JPSP" 0 2010 2008-06-03 0 20 4 1 20 5
"When self-destructive thoughts flash through the mind  Failure to meet stan...  EBSCOhost" "JPSP" 0 2011 2010-03-29 0 82 2 0 2.44 0
"When sex is more than just sex  Attachment orientations, sexual experience,...  EBSCOhost" "JPSP" 0 2006 2005-06-06 0 2 0 0 0 0
"When Social Networking Is Not Working" "PS" 1 2012 2011-04-11 0 17 2 0 11.76 0
"When stereotypes get in the way  Stereotypes obstruct stereotype-inconsiste...  EBSCOhost" "JPSP" 0 2003 2000-07-10 0 28 3 0 10.71 0
"When Strangers Pass" "PS" 1 2004 2003-06-13 0 4 0 0 0 0
"When subjective experiences matter  Power increases reliance on the ease of...  EBSCOhost" "JPSP" 0 2008 2006-10-27 0 41 1 0 2.44 0
"When the association between appearance and outcome contaminates social jud...  EBSCOhost" "JPSP" 0 2009 2009-01-27 0 27 4 0 14.81 0
"When the Boss Feels Inadequate" "PS" 1 2009 2008-08-21 0 19 2 0 10.53 0
"When the Brain Decides" "PS" 1 2011 2011-02-25 0 10 1 0 10 0
"When the Economy Falters, Do People Spend or Save  Responses to Resource Scarcity Depend on Childhood Environments" "PS" 1 2013 2012-02-14 0 13 4 0 30.77 0
"When the future feels worse than the past  A temporal inconsistency in mora...  EBSCOhost" "JEPG" 0 2010 2010-03-25 0 53 1 0 1.89 0
"When the Referee Sees Red …" "PS" 1 2008 2007-12-16 0 3 2 1 66.67 33.33
"When Things Don't Add Up" "PS" 1 2005 NA NA 8 1 0 12.5 0
"When time flies  How abstract and concrete mental construal affect the perc...  EBSCOhost" "JEPG" 0 2013 2011-10-22 0 14 3 1 21.43 7.14
"When Truth Is Personally Inconvenient, Attitudes Change" "PS" 1 2013 2013-01-31 0 15 3 0 20 0
"When trying to understand detracts from trying to behave  Effects of perspe...  EBSCOhost" "JPSP" 0 2009 2007-12-20 0 67 2 1 2.99 1.49
"When What You Hear Influences When You See" "PS" 1 2013 2011-12-15 0 6 0 0 0 0
"When writing impairs reading  Letter perception’s susceptibility to motor i...  EBSCOhost" "JEPG" 0 2009 2008-10-09 0 33 9 4 27.27 12.12
"When Your Brain Decides What You See" "PS" 1 2005 2004-08-09 0 4 2 0 50 0
"Where are you really from   Asian Americans and identity denial  EBSCOhost" "JPSP" 0 2005 2004-03-22 0 64 3 0 4.69 0
"Where Do We Look During Potentially Offensive Behavior " "PS" 1 2008 2007-08-01 0 1 0 0 0 0
"Where do you end and I begin  Evidence for anticipatory, motivated self–oth...  EBSCOhost" "JPSP" 0 2009 2008-04-18 0 41 13 1 31.71 2.44
"Where there is a way, is there a will  The effect of future choices on self...  EBSCOhost" "JEPG" 0 2007 2005-10-14 0 23 1 0 4.35 0
"Which Route to Recovery " "PS" 1 2004 2003-03-09 0 7 0 0 0 0
"Which Thoughts Count  Algorithms for Evaluating Satisfaction in Relationships" "PS" 1 2008 2007-11-30 0 10 0 0 0 0
"White Selves  Conceptualizing and Measuring a Dominant-Group Identity  EBSCOhost" "JPSP" 0 2005 2004-01-10 0 25 2 1 8 4
"Who cares what the outgroup thinks  Testing an information search model of ...  EBSCOhost" "JPSP" 0 2008 2007-06-29 0 35 0 0 0 0
"Who Confronts Prejudice " "PS" 1 2010 2009-07-07 0 13 2 2 15.38 15.38
"Who drives divergence  Identity signaling, outgroup dissimilarity, and the ...  EBSCOhost" "JPSP" 0 2008 2006-04-25 0 38 4 0 10.53 0
"Who goes to the bargaining table  The influence of gender and framing on th...  EBSCOhost" "JPSP" 0 2007 2005-12-15 0 34 6 1 17.65 2.94
"Who I Am Depends on How I Feel" "PS" 1 2009 2008-05-31 0 19 5 0 26.32 0
"Who Is Good at This Game  Linking an Activity to a Social Category Undermines Children’s Achievement" "PS" 1 2012 2011-08-08 0 9 0 0 0 0
"Who knows what about a person  The self–other knowledge asymmetry (SOKA) mo...  EBSCOhost" "JPSP" 0 2010 2009-07-22 0 1 0 0 0 0
"Who Sees Trees Before Forest " "PS" 1 2005 2004-01-13 0 3 0 0 0 0
"Why am I remembering this now  Predicting the occurrence of involuntary (sp...  EBSCOhost" "JEPG" 0 2013 2011-09-05 0 59 0 0 0 0
"Why and when peer prediction is superior to self-prediction  The weight giv...  EBSCOhost" "JPSP" 0 2012 2011-09-07 0 33 1 0 3.03 0
"Why Are Some Individuals Not Racially Biased " "PS" 1 2007 2006-09-07 0 19 1 1 5.26 5.26
"Why Barack Obama Is Black" "PS" 1 2011 2010-01-21 0 7 4 3 57.14 42.86
"Why Did They “Choose” to Stay " "PS" 1 2009 2008-06-20 0 7 0 0 0 0
"Why do dominant personalities attain influence in face-to-face groups  The ...  EBSCOhost" "JPSP" 0 2009 2007-08-15 0 59 5 1 8.47 1.69
"Why Do Interracial Interactions Impair Executive Function  A Resource Deple...  EBSCOhost" "JPSP" 0 2005 2004-03-08 0 36 1 0 2.78 0
"Why do women opt out  Sense of belonging and women's representation in math...  EBSCOhost" "JPSP" 0 2012 2008-11-13 0 22 3 0 13.64 0
"Why Do Women Underperform Under Stereotype Threat " "PS" 1 2005 2004-02-25 0 11 0 0 0 0
"Why does choice enhance treatment effectiveness  Using placebo treatments t...  EBSCOhost" "JPSP" 0 2013 2012-11-28 0 24 5 0 20.83 0
"Why does working memory capacity predict variation in reading comprehension...  EBSCOhost" "JEPG" 0 2012 2011-01-31 0 9 1 0 11.11 0
"Why Does Writing About Important Values Reduce Defensiveness " "PS" 1 2008 2007-08-14 0 3 0 0 0 0
"Why don't we learn to accurately forecast feelings  How misremembering our ...  EBSCOhost" "JEPG" 0 2010 2009-12-24 0 41 4 0 9.76 0
"Why Good Guys Wear White" "PS" 1 2004 2002-10-30 0 1 1 0 100 0
"Why group apologies succeed and fail  Intergroup forgiveness and the role o...  EBSCOhost" "JPSP" 0 2012 2010-12-02 0 64 4 0 6.25 0
"Why It Pays to Get Inside the Head of Your Opponent" "PS" 1 2008 2007-07-16 0 17 0 0 0 0
"Why It’s Easier to Remember Seeing a Face We Already Know Than One We Don’t" "PS" 1 2013 2012-05-14 0 56 1 0 1.79 0
"Why Neoliberal Values of Self-Enhancement Lead to Cheating in Higher Education" "PS" 1 2013 2013-01-26 0 11 0 0 0 0
"Why people are reluctant to tempt fate  EBSCOhost" "JPSP" 0 2008 2007-09-14 0 32 0 0 0 0
"Why positive information is processed faster  The density hypothesis  EBSCOhost" "JPSP" 0 2008 2007-08-02 0 32 2 0 6.25 0
"Why psychologists must change the way they analyze their data  The case of ...  EBSCOhost" "JPSP" 0 2011 2010-10-18 0 3 2 0 66.67 0
"Why So Cynical " "PS" 1 2010 2009-04-11 0 8 0 0 0 0
"Why some groups just feel better  The regulatory fit of group power  EBSCOhost" "JPSP" 0 2007 2005-12-12 0 54 2 0 3.7 0
"Why the Sunny Side Is Up" "PS" 1 2004 NA NA 9 1 0 11.11 0
"Why Women Apologize More Than Men" "PS" 1 2010 2010-02-08 0 15 0 0 0 0
"Will you be there for me when things go right  Supportive responses to posi...  EBSCOhost" "JPSP" 0 2006 2005-10-14 0 19 10 1 52.63 5.26
"Windows into nothingness  Terror management, meaninglessness, and negative ...  EBSCOhost" "JPSP" 0 2006 2004-06-21 0 28 5 0 17.86 0
"Winners Love Winning and Losers Love Money" "PS" 1 2011 2010-11-04 0 15 0 0 0 0
"Wishful Seeing" "PS" 1 2010 2009-01-28 0 2 1 0 50 0
"Wishful Thinking" "PS" 1 2011 2010-11-18 0 6 2 0 33.33 0
"Wishful Thinking in the 2008 U.S. Presidential Election" "PS" 1 2010 2009-03-25 0 4 0 0 0 0
"With a little help from my cross-group friend  Reducing anxiety in intergro...  EBSCOhost" "JPSP" 0 2008 2006-11-11 0 43 10 1 23.26 2.33
"With Age Comes Wisdom" "PS" 1 2011 2010-10-28 0 8 0 0 0 0
"With Sadness Comes Accuracy; With Happiness, False Memory" "PS" 1 2005 2004-08-17 0 7 2 0 28.57 0
"Within-Person Changes in the Structure of Emotion" "PS" 1 2007 2006-07-09 0 33 0 0 0 0
"Witnesses in Action" "PS" 1 2012 2011-07-11 0 12 2 0 16.67 0
"Women's Preferences for Male Behavioral Displays Change Across the Menstrual Cycle" "PS" 1 2004 2002-04-22 0 5 0 0 0 0
"Women Are More Likely to Wear Red or Pink at Peak Fertility" "PS" 1 2013 2012-05-04 0 2 0 0 0 0
"Women’s Luteal-Phase Sexual Proceptivity and the Functions of Extended Sexuality" "PS" 1 2013 2012-11-20 0 12 3 0 25 0
"Words of wisdom  Language use over the life span  EBSCOhost" "JPSP" 0 2003 2001-10-16 0 6 1 0 16.67 0
"Work experiences and personality development in young adulthood  EBSCOhost" "JPSP" 0 2003 2002-02-26 0 1 0 0 0 0
"Work preferences, life values, and personal views of top math science gradu...  EBSCOhost" "JPSP" 0 2009 2008-04-21 0 11 2 0 18.18 0
"Working for the self or working for the group  How self- versus group affir...  EBSCOhost" "JPSP" 0 2009 2007-12-29 0 98 9 0 9.18 0
"Working memory capacity and self-regulatory behavior  Toward an individual ...  EBSCOhost" "JPSP" 0 2008 2007-09-04 0 37 3 0 8.11 0
"Working memory capacity and the self-regulation of emotional expression and...  EBSCOhost" "JPSP" 0 2008 2007-06-05 0 24 5 0 20.83 0
"Working Memory Training May Increase Working Memory Capacity but Not Fluid Intelligence" "PS" 1 2013 2012-11-19 0 1 0 0 0 0
"Working Memory, Task Switching, and Executive Control in the Task Span Proc...  EBSCOhost" "JEPG" 0 2004 2003-05-07 0 62 1 0 1.61 0
"Working models of attachment and reactions to different forms of caregiving...  EBSCOhost" "JPSP" 0 2007 2006-10-16 0 14 0 0 0 0
"Would an Obese Person Whistle Vivaldi  Targets of Prejudice Self-Present to Minimize Appearance of Specific Threats" "PS" 1 2013 2012-05-17 0 12 0 0 0 0
"Yes We Can!" "PS" 1 2010 2010-01-15 0 4 0 0 0 0
"Yet another dark side of chivalry  Benevolent sexism undermines and hostile...  EBSCOhost" "JPSP" 0 2011 2009-07-10 0 13 2 0 15.38 0
"You Are How You Eat" "PS" 1 2010 2009-06-30 0 8 0 0 0 0
